row_id,notebook,record_type,status,model_family,architecture_detail,arm_or_config,run_directory,base_checkpoint,dataset,split_evaluated,n_eval,input_size,preprocessing,loss_function,sampler,pipeline_stages,epochs_budget,selected_epoch,batch_size,num_workers,optimizer,scheduler,learning_rates,weight_decay,seed,selection_rule,accuracy,qwk,mae,macro_precision,macro_recall,macro_f1,grade1_recall,macro_ap,macro_auc,selection_score,per_grade_f1,decision,notes
DN-EXP-25,notebooks/densenet121/experiments/2026-07-31_densenet121_glcm_feature_fusion_comparison.ipynb,ablation_arm,completed,DenseNet-121,"timm densenet121 + optional additive 6-feature GLCM branch (q32, 104x224) with learned constrained alpha","deep_control (CNN only, no GLCM branch)",densenet121_glcm_fusion/2026-07-31_00-49-00_429979_UTC,densenet121_production_roi_robustness/2026-07-30_15-45-03_830205_UTC/best_model.pth,production YOLO ROI manifest v1 (Mendeley KneeXrayData),validation,826,384x384,CLAHE 1.25; square ROI (expansion policy per manifest); resize 384,unweighted Cross-Entropy (CE),full inverse-frequency,single-stage fine-tune,5 per seed,"best of 5, per seed",48,2,AdamW,CosineAnnealingLR,per run_config,1e-3,"42, 1337, 2026 (3 seeds)",paired 3-seed comparison + patient-clustered bootstrap (1000 resamples),0.633979 (SD 0.009404),0.771947 (SD 0.007236),0.456013 (SD 0.010985),—,—,0.656453,—,—,—,—,—,control arm,"Mean +/- SD over seeds 42/1337/2026. balanced_accuracy 0.662387 (SD 0.000477), severe_error_rate 0.084342 (SD 0.001398), NLL 0.885642, Brier 0.498245, ECE 0.049108, learned alpha 0.0."
DN-EXP-26,notebooks/densenet121/experiments/2026-07-31_densenet121_glcm_feature_fusion_comparison.ipynb,ablation_arm,completed,DenseNet-121,"timm densenet121 + optional additive 6-feature GLCM branch (q32, 104x224) with learned constrained alpha","deep_glcm_additive (CNN + additive 6-feature GLCM logits, learned alpha)",densenet121_glcm_fusion/2026-07-31_00-49-00_429979_UTC,densenet121_production_roi_robustness/2026-07-30_15-45-03_830205_UTC/best_model.pth,production YOLO ROI manifest v1 (Mendeley KneeXrayData),validation,826,384x384,CLAHE 1.25; square ROI (expansion policy per manifest); resize 384,unweighted Cross-Entropy (CE),full inverse-frequency,single-stage fine-tune,5 per seed,"best of 5, per seed",48,2,AdamW,CosineAnnealingLR,per run_config,1e-3,"42, 1337, 2026 (3 seeds)",paired 3-seed comparison + patient-clustered bootstrap (1000 resamples),0.628329 (SD 0.013962),0.773399 (SD 0.009455),0.458838 (SD 0.017586),—,—,0.650411,—,—,—,—,—,REJECTED; promote_to_locked_holdout = false,"Mean +/- SD over seeds 42/1337/2026. balanced_accuracy 0.656872 (SD 0.008367), severe_error_rate 0.080710, NLL 0.887946, Brier 0.499386, ECE 0.052234, learned alpha 0.017972 (SD 0.000029) — the texture branch contributed almost nothing. Per-seed QWK delta vs control: +0.000140 / +0.005651 / -0.001434. Failed criteria: qwk_gain_at_least_0_01, macro_f1_gain_at_least_0_01, qwk_direction_consistent, macro_f1_direction_consistent."
DN-RUN-01,notebooks/densenet121/runs/2026-07-15_13-42-33_ce_baseline.ipynb,training_run,completed; ARCHITECTURE MISLABEL CORRECTED,DenseNet-201,"timm create_model('densenet201', features_only=True, out_indices=(2,3,4)); multi-scale concat-GAP head Linear(4224->512)->LayerNorm->ReLU->Dropout->out","Baseline CE, no regularization, no balanced sampler",densenet121_checkpoints (flat best_model.pth; per-run archive folder on Drive),ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (train 5778 / val 826 / test 1656),validation + test,826 val / 1656 test,224x224,square pad + CLAHE; resize to img_size,Cross-Entropy (CE),none (shuffle),standard (single stage),30,30 (all completed),16,2,AdamW,CosineAnnealingLR,1e-4 (lr_standard),1e-4,42,best validation QWK,0.6691,0.8058,—,0.67,0.67,0.67,—,0.7009,0.8798,—,G0 0.77 | G1 0.27 | G2 0.64 | G3 0.80 | G4 0.84,baseline reference,"*** MODEL IS DenseNet-201, NOT DenseNet-121. *** TrainingConfig.model_name='densenet121' is a dead variable never passed to create_model; the code hardcodes 'densenet201' with channels 512+1792+1920. 95% CI: acc 0.6455-0.6914, QWK 0.7824-0.8294, AUC 0.8694-0.8908, AP 0.6788-0.7282. Validation diagnostics: 280/826 failures (33.90%), 220 boundary confusions. The test cell reported 'Best model checkpoint not found. Testing with current weights.'"
DN-RUN-02,notebooks/densenet121/runs/2026-07-15_17-30-22_ce_regularized.ipynb,training_run,completed; log truncated; ARCHITECTURE MISLABEL CORRECTED,DenseNet-201,"timm create_model('densenet201', features_only=True, out_indices=(2,3,4)); multi-scale concat-GAP head Linear(4224->512)->LayerNorm->ReLU->Dropout->out",Balanced sampler + minority augmentation + double cutout,densenet121_checkpoints (flat best_model.pth; per-run archive folder on Drive),ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (train 5778 / val 826 / test 1656),validation + test,826 val / 1656 test,224x224,square pad + CLAHE; resize to img_size,Cross-Entropy (CE),full inverse-frequency (balanced),standard (single stage),30,not reported (log truncated at epoch 19),16,2,AdamW,CosineAnnealingLR,1e-4 (lr_standard),1e-4,42,best validation QWK,0.6594,0.8283,—,0.69,0.68,0.68,—,0.7287,0.8993,—,G0 0.77 | G1 0.41 | G2 0.64 | G3 0.72 | G4 0.84,balanced sampling adopted,"*** MODEL IS DenseNet-201. *** 95% CI: acc 0.6371-0.6836, QWK 0.8094-0.8454, AUC 0.8904-0.9088, AP 0.7065-0.7571. Adding the balanced sampler raised QWK 0.8058 -> 0.8283 and Grade-1 F1 0.27 -> 0.41 versus DN-RUN-01. The saved training log stops at Standard Epoch 19/30, though the test cell did execute."
DN-RUN-03,notebooks/densenet121/runs/2026-07-16_20-45-12_focal_corn_underfit.ipynb,training_run,completed; log truncated; ARCHITECTURE MISLABEL CORRECTED,DenseNet-201,"timm create_model('densenet201', features_only=True, out_indices=(2,3,4)); multi-scale concat-GAP head Linear(4224->512)->LayerNorm->ReLU->Dropout->out","3-stage Focal CORN, under-fit baseline (low finetune LR 1e-5)",densenet121_checkpoints (flat best_model.pth; per-run archive folder on Drive),ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (train 5778 / val 826 / test 1656),validation + test,826 val / 1656 test,224x224,square pad + CLAHE; resize to img_size,"CORN -> CORN -> Focal CORN (gamma 2.0, alpha 0.25, task_weights [1.0,1.2,2.0,3.5])",full inverse-frequency (balanced),3-stage,45 (5/25/15),not reported (log truncated at stage 2 epoch 16),16,2,AdamW,CosineAnnealingLR,"warmup 1e-3 / coarse head 1e-4, backbone 1e-5 / finetune 1e-5",1e-4,42,best validation QWK,0.6087,0.7388,—,0.63,0.57,0.58,—,0.6775,0.8699,—,G0 0.75 | G1 0.17 | G2 0.56 | G3 0.61 | G4 0.80,rejected; under-fit,"*** MODEL IS DenseNet-201. *** 95% CI: acc 0.5876-0.6347, QWK 0.7120-0.7618, AUC 0.8605-0.8804, AP 0.6566-0.7011. Worst run in the family: Grade-1 F1 collapsed to 0.17. Diagnosed as under-fitting from the low fine-tune learning rate; motivated DN-RUN-04. Early-stopping patience stage2 12 / stage3 15."
DN-RUN-04,notebooks/densenet121/runs/2026-07-17_10-33-24_focal_corn_optimized_lr.ipynb,training_run,completed; ARCHITECTURE MISLABEL CORRECTED,DenseNet-201,"timm create_model('densenet201', features_only=True, out_indices=(2,3,4)); multi-scale concat-GAP head Linear(4224->512)->LayerNorm->ReLU->Dropout->out","3-stage Focal CORN, optimized learning rates",densenet121_checkpoints (flat best_model.pth; per-run archive folder on Drive),ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (train 5778 / val 826 / test 1656),validation + test,826 val / 1656 test,224x224,square pad + CLAHE; resize to img_size,"CORN -> CORN -> Focal CORN (gamma 2.0, alpha 0.25, task_weights [1.0,1.2,2.0,3.5])",full inverse-frequency (balanced),3-stage,45 (5/25/15),45 (all completed),16,2,AdamW,CosineAnnealingLR,"warmup 1e-3 / coarse head 1e-4, backbone 5e-5 / finetune 2e-5",1e-4,42,best validation QWK,0.6612,0.8271,—,0.68,0.67,0.67,—,0.7280,0.8984,—,G0 0.78 | G1 0.37 | G2 0.62 | G3 0.80 | G4 0.81,superseded by DN-RUN-05,"*** MODEL IS DenseNet-201 (81.1 MB model.safetensors download confirms it). *** 95% CI: acc 0.6413-0.6866, QWK 0.8072-0.8434, AUC 0.8889-0.9083, AP 0.7063-0.7588. Raising coarse-backbone LR to 5e-5 and finetune LR to 2e-5 recovered QWK 0.7388 -> 0.8271 versus DN-RUN-03."
DN-RUN-05,notebooks/densenet121/runs/2026-07-17_16-06-42_focal_corn_optimized_lr_patience.ipynb,training_run,completed; log truncated; ARCHITECTURE MISLABEL CORRECTED,DenseNet-201,"timm create_model('densenet201', features_only=True, out_indices=(2,3,4)); multi-scale concat-GAP head Linear(4224->512)->LayerNorm->ReLU->Dropout->out","3-stage Focal CORN, optimized LR + reversed CORN task weights + longer patience",densenet121_checkpoints (flat best_model.pth; per-run archive folder on Drive),ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (train 5778 / val 826 / test 1656),validation + test,826 val / 1656 test,224x224,square pad + CLAHE; resize to img_size,"CORN -> CORN -> Focal CORN (gamma 2.0, alpha 0.25, task_weights [2.0,1.8,1.2,1.0])",full inverse-frequency (balanced),3-stage,45 (5/25/15),not reported (log truncated at stage 2 epoch 6),16,2,AdamW,CosineAnnealingLR,"warmup 1e-3 / coarse head 1e-4, backbone 5e-5 / finetune 2e-5",1e-4,42,best validation QWK,0.6733,0.8394,—,0.71,0.69,0.69,—,0.7439,0.9073,—,G0 0.78 | G1 0.40 | G2 0.60 | G3 0.81 | G4 0.85,best research-line result; NOT deployed,"*** MODEL IS DenseNet-201 (81.1 MB download). This run is the source of the paper's headline 0.6733 / 0.8394 figure, which must therefore be attributed to DenseNet-201, not DenseNet-121. *** 95% CI: acc 0.6510-0.6963, QWK 0.8203-0.8562, AUC 0.8992-0.9159, AP 0.7257-0.7670. Reversing the CORN task weights to [2.0,1.8,1.2,1.0] (emphasis on the easy low-grade thresholds) gave the best numbers in the whole research line. KNOWN ISSUE: the saved training log stops at Stage 2 Epoch 6/45, so the epoch-by-epoch history is not reproducible from this notebook, although the final test cell did execute and printed the metrics above."
DN-RUN-06,notebooks/densenet121/runs/2026-07-20_12-36-36_corn.ipynb,training_run,completed; genuine DenseNet-121,DenseNet-121,"timm create_model('densenet121', features_only=True, out_indices=(2,3,4)); multi-scale concat-GAP head Linear(2560->512)->...->out","3-stage CORN, 400x400 pad + 384 random crop",densenet121_checkpoints (flat best_model.pth; per-run archive folder on Drive),ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (train 5778 / val 826 / test 1656),validation + test,826 val / 1656 test,384x384 (resize 400 -> crop 384),square pad + CLAHE; resize to img_size,"CORN all stages (task_weights [2.0,1.8,1.2,1.0])",full inverse-frequency (balanced),3-stage,45 (5/25/15),45 (all completed),16,2,AdamW,CosineAnnealingLR,"warmup 3e-4 / coarse head 3e-4, backbone 3e-5 / finetune 1e-5",1e-4,42,best validation QWK,0.6715,0.8246,—,0.68,0.68,0.68,—,0.7337,0.8963,—,G0 0.78 | G1 0.33 | G2 0.64 | G3 0.79 | G4 0.86,best DenseNet-121 result in the early research line,"VERIFIED DenseNet-121: create_model('densenet121'), channels 512+1024+1024, 32.3 MB model.safetensors download. 95% CI: acc 0.6479-0.6914, QWK 0.8030-0.8426, AUC 0.8864-0.9058, AP 0.7106-0.7595. TTA disabled (use_tta False)."
DN-RUN-07,notebooks/densenet121/archive/2026-07-25_densenet201_noncanonical_loss_ablation_executed.ipynb,training_run,completed; FILENAME MISLEADING,DenseNet-121,"timm create_model('densenet121', features_only=True, out_indices=(2,3,4)); multi-scale concat-GAP head Linear(2560->512)->...->out","3-stage CORN, 400x400 pad + 384 crop, semantic Grad-CAM variant",densenet121_checkpoints (flat best_model.pth; per-run archive folder on Drive),ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (train 5778 / val 826 / test 1656),validation + test,826 val / 1656 test,384x384 (resize 400 -> crop 384),square pad + CLAHE; resize to img_size,CORN all stages,full inverse-frequency (balanced),3-stage,45 (5/25/15),not reported,16,2,AdamW,CosineAnnealingLR,"warmup 3e-4 / coarse 3e-4 head, 3e-5 backbone / finetune 1e-5",1e-4,42,best validation QWK,0.6685,0.8223,—,—,—,—,—,0.7345,0.8977,—,G0 0.78 | G1 0.37 | G2 0.64 | G3 0.80 | G4 0.85,archived research run,"*** THE FILENAME SAYS densenet201 BUT THE MODEL IS DenseNet-121. *** Verified: class DenseNet121Model, create_model('densenet121'), total_channels 512+1024+1024, 32.3 MB safetensors download. Only the markdown title and one print statement say 'DenseNet-201' — stale text copied from the DenseNet-201 template. There are also no ablation arms in this notebook despite the name; it is a single run. This is the executed record of the archive checkpoint folder '2026-07-20 17:09:20 ICT (Final Semantic Grad-CAM)'. 95% CI: acc 0.6486-0.6932, QWK 0.8017-0.8397, AUC 0.8897-0.9089, AP 0.7138-0.7610. CORRECTION: an earlier audit pass relabelled this row DenseNet-201 from the filename; that was wrong."
DN-RUN-08,notebooks/densenet121/runs/2026-07-30_07-08-32_original_224_ce_3stage.ipynb,training_run,completed; DEPLOYED-LINE STAGE 1,DenseNet-121,"timm densenet121 num_classes=5, drop_rate=classifier_dropout; standard GAP+linear head; Grad-CAM target features.norm5","Original published crops, CE, 3-stage (production original-stage recipe)",densenet121_checkpoints/2026-07-30_07-08-32_893123_UTC_original_224_ce_3stage,ImageNet pretrained (no base run),Mendeley KneeXrayData ClsKLData/kneeKL224 (train/val/test),validation + test,826 val / 1656 test,384x384,CLAHE 1.25 (8x8) -> square pad -> resize 384; no centre crop,Cross-Entropy (CE) all stages,full inverse-frequency,3-stage warmup/coarse/finetune,30 (5/15/10),30,48,4,AdamW,CosineAnnealingLR,warmup 3e-4 / coarse / finetune per TrainingConfig,1e-4,42,0.55*QWK + 0.30*macroF1 + 0.15*macroAP (Grade-1 recall weight 0.0),0.6697,0.8330,—,0.68,0.68,0.68,—,0.7305,0.8980,—,G0 0.78 | G1 0.38 | G2 0.63 | G3 0.79 | G4 0.80,base checkpoint for the deployed paired-view adaptation,"NAMING: '224' refers to the SOURCE dataset folder ClsKLData/kneeKL224; the model input is 384x384. Best validation at stage-3 epoch 30: selection 0.7548, QWK 0.8049, macroF1 0.6744, Grade-1 recall 0.4575. Test 95% CI: acc 0.6449-0.6914, QWK 0.8132-0.8484, AUC 0.8883-0.9067, AP 0.7102-0.7508. EMA disabled (it caused a collapse in the natural-orientation runs)."
DN-RUN-09,notebooks/densenet121/runs/paired_view_yolo_384/2026-07-30_03_train_densenet121_paired_view_yolo_384.ipynb,training_run,completed; *** PRODUCED THE DEPLOYED DenseNet-121 CHECKPOINT ***,DenseNet-121,timm densenet121 num_classes=5 drop_rate 0.20; checkpoint tag architecture='timm_densenet121_linear_gradcam',"Paired-view adaptation: 50% published crop + 50% YOLO square ROI, roi_expansion 1.15",densenet121_paired_view_adaptation/2026-07-30_09-03-29_850983_UTC,densenet121_checkpoints/2026-07-30_07-08-32_893123_UTC_original_224_ce_3stage/best_model.pth (DN-RUN-08),published ClsKLData/kneeKL224 + derived densenet121_yolo_square_roi_trainvaltest_v2,validation,826,384x384,CLAHE 1.25 (8x8) -> square pad -> resize 384,Cross-Entropy (CE),full inverse-frequency,single-stage full-network fine-tune,5,4,48,2,AdamW,CosineAnnealingLR,1e-5,1e-3,42,"robust_selection = mean(published_selection, roi_selection); each = 0.55*QWK + 0.30*macroF1 + 0.15*macroAP",—,0.7969499 (published) / 0.7405191 (ROI),—,—,—,0.6706206 (published) / 0.6219707 (ROI),—,0.7337765 (published) / 0.6664602 (ROI),—,0.7217104 (robust),—,DEPLOYED (epoch 4),"Epoch history (robust_selection): ep1 0.7096728, ep2 0.7143525, ep3 0.7158442, ep4 0.7217104 (BEST), ep5 0.7191108. Train loss ep1-5: 0.7628392, 0.7166813, 0.6998238, 0.6959420, 0.6902890. Checkpoint metadata on disk confirms epoch 4, robust_selection 0.7217104210949588, paired_view_probability 0.5, roi_expansion 1.15, loss_type ce."
DN-RUN-10,notebooks/densenet121/runs/paired_view_yolo_384/2026-07-30_04_evaluate_densenet121_paired_view_yolo_gradcam_384.ipynb,evaluation_only,completed; *** OFFICIAL TEST RESULT FOR THE DEPLOYED DenseNet-121 ***,DenseNet-121,timm densenet121 num_classes=5 drop_rate 0.20; strict load; architecture guard 'timm_densenet121_linear_gradcam',Locked YOLO-ROI test evaluation of the deployed checkpoint,densenet121_paired_view_evaluation/2026-07-30_11-53-13_842110_UTC,densenet121_paired_view_adaptation/2026-07-30_09-03-29_850983_UTC/best_model.pth (DN-RUN-09),derived/densenet121_yolo_square_roi_trainvaltest_v2/test (locked),test,1656,384x384,CLAHE 1.25 -> square pad -> resize 384 -> ImageNet norm; no centre crop,n/a (inference only),n/a,no training,0,n/a,48,2,n/a,n/a,n/a,n/a,42,reporting only; test never used for selection,0.5972222,0.7702197,—,0.6177284,0.6419620,0.6215203,—,0.6695854,0.8611089,0.7105147 (reference only),G0 0.7163 | G1 0.3227 | G2 0.5249 | G3 0.7333 | G4 0.8103,promoted to the application after Grad-CAM review,"Per-grade precision/recall/N: G0 0.6967/0.7371/639, G1 0.2832/0.3750/296, G2 0.6588/0.4362/447, G3 0.7269/0.7399/223, G4 0.7231/0.9216/51. Weighted avg 0.6174/0.5972/0.5995. Grad-CAM evidence exported for correct cases and for misclassified predicted-vs-true pairs."
DN-RUN-11,notebooks/densenet121/runs/2026-07-30_15-45-03_production_roi_robustness.ipynb,training_run,completed; candidate NOT accepted,DenseNet-121,timm densenet121 pretrained=False num_classes=5 drop_rate 0.20; Grad-CAM features.norm5,YOLO-ROI-only fine-tune with random expansion 1.10-1.20 and <=5% centre shift,densenet121_production_roi_robustness/2026-07-30_15-45-03_830205_UTC,densenet121_paired_view_adaptation/2026-07-30_09-03-29_850983_UTC/best_model.pth (the deployed checkpoint),production YOLO ROI manifest v1 (413 bilateral val images -> 826 knees),validation,826,384x384,CLAHE 1.25 (8x8) -> square pad -> resize 384,Cross-Entropy (CE),full inverse-frequency,single-stage fine-tune,5,4,48,2,AdamW,CosineAnnealingLR,1e-5,1e-3,42,QWK + macro F1 + macro AP on fixed validation ROIs,0.6186441,0.7649809,—,0.6424937,0.6523622,0.6451166,—,0.6755950,—,0.7156137,—,"rejected; border energy rose, so the deployed checkpoint was kept","Baseline (deployed checkpoint before fine-tuning) on the same fixed production ROIs: acc 0.5883777, QWK 0.7405191, macroPrec 0.6219044, macroRec 0.6323679, macroF1 0.6219707, Grade-4 recall 0.9259259. Fine-tune epochs (train_loss / selection / acc / QWK / macroF1): ep1 0.8322929/0.6894320/0.5835351/0.7402470/0.6103510; ep2 0.7903730/0.6946544/0.5980630/0.7453165/0.6192435; ep3 0.7702076/0.7120893/0.6198547/0.7611406/0.6396593; ep4 0.7680609/0.7156137/0.6186441/0.7649809/0.6451166 (BEST); ep5 0.7584826/0.7108784/0.6162228/0.7600729/0.6391447. Grad-CAM audit: baseline joint 0.864826 / border 0.076058 / peak-inside 0.995595; candidate joint 0.850468 / border 0.084438 / peak-inside 1.000000. The decision rule requires border energy to FALL without joint energy falling; border energy rose, so the candidate was not promoted."
DN-RUN-12,notebooks/densenet121/runs/paired_view_yolo_224/2026-08-04_02_train_densenet121_original_224.ipynb,training_run,completed,DenseNet-121,timm densenet121 standard GAP+linear head; Grad-CAM features.norm5,"Original published crops at native 224, CE, 3-stage",densenet121_checkpoints/2026-08-04_00-59-15_419728_UTC_natural_orientation_ce_gradcam,ImageNet pretrained (no base run),Mendeley ClsKLData/kneeKL224 (train/val/test),validation + test,826 val / 1656 test,224x224,CLAHE 1.25 -> square pad -> resize 224,Cross-Entropy (CE) all stages,full inverse-frequency,3-stage warmup/coarse/finetune,30 (5/15/10),30,48,4,AdamW,CosineAnnealingLR,per TrainingConfig,1e-4,42,0.55*QWK + 0.30*macroF1 + 0.15*macroAP,0.6184,0.7931,—,0.62,0.63,0.62,—,0.6796,0.8722,—,G0 0.75 | G1 0.31 | G2 0.56 | G3 0.73 | G4 0.76,224 resolution branch; base for DN-RUN-14,"Best validation stage 3: selection 0.7193, QWK 0.7697, macroF1 0.6376, Grade-1 recall 0.3333. Test 95% CI: acc 0.5984-0.6407, QWK 0.7720-0.8148, AUC 0.8615-0.8828, AP 0.6537-0.7040. Direct comparison with DN-RUN-08 (same recipe at 384) shows 384 is worth about +0.05 accuracy and +0.04 QWK."
DN-RUN-13,notebooks/densenet121/runs/paired_view_yolo_384/2026-08-04_02_train_densenet121_original_384.ipynb,stale_outputs,*** OUTPUTS STALE — NOT RE-EXECUTED AFTER CONFIG CHANGE ***,DenseNet-121,timm densenet121 standard GAP+linear head,Declared img_size 384; outputs are the 224 run's,not applicable (never re-executed),ImageNet pretrained (no base run),Mendeley ClsKLData/kneeKL224,none (stored outputs do not belong to this configuration),n/a,384x384 (declared in source),CLAHE 1.25 -> square pad -> resize 384,Cross-Entropy (CE),full inverse-frequency,3-stage warmup/coarse/finetune,30 (5/15/10),n/a,48,4,AdamW,CosineAnnealingLR,per TrainingConfig,1e-4,42,n/a,—,—,—,—,—,—,—,—,—,—,—,EXCLUDED from results; must be re-run or have its outputs cleared,"Verified byte-for-byte: this notebook's stored outputs are IDENTICAL to DN-RUN-12's (both 6,452,442 characters of serialized output), while the sources differ only in img_size 224 -> 384. The configuration was edited to 384 and the notebook was never re-executed, so it displays the 224 run's numbers (acc 0.6184 / QWK 0.7931) under a 384 filename. No metrics are recorded for this row on purpose."
DN-RUN-14,notebooks/densenet121/runs/paired_view_yolo_224/2026-08-04_03_train_densenet121_paired_view_yolo_224.ipynb,training_run,completed,DenseNet-121,timm densenet121 num_classes=5 drop_rate 0.20; checkpoint tag 'timm_densenet121_linear_gradcam',"Paired-view adaptation at 224: 50% published + 50% YOLO ROI, roi_expansion 1.15",densenet121_paired_view_adaptation/2026-08-04_05-11-40_046339_UTC,densenet121_checkpoints/2026-08-04_00-59-15_419728_UTC_natural_orientation_ce_gradcam/best_model.pth (DN-RUN-12),published ClsKLData/kneeKL224 + derived YOLO square ROI,validation,826,224x224,CLAHE 1.25 -> square pad -> resize 224,Cross-Entropy (CE),full inverse-frequency,single-stage fine-tune,5,4,48,2,AdamW,CosineAnnealingLR,1e-5,1e-3,42,"robust_selection = mean(published_selection, roi_selection)",—,0.7778118 (published) / 0.7190776 (ROI),—,—,—,0.6514404 (published) / 0.5950677 (ROI),—,0.7062716 (published) / 0.6295191 (ROI),—,0.6988051 (robust),—,224 branch; superseded by the 384 deployed line,"Epoch history (robust_selection): ep1 0.6808178, ep2 0.6930705, ep3 0.6931273, ep4 0.6988051 (BEST), ep5 0.6941381. Train loss ep4 0.7372227, ep5 0.7600074. Robust selection is clearly below the 384 equivalent (DN-RUN-09, 0.7217104)."
DN-RUN-15,notebooks/densenet121/runs/paired_view_yolo_224/2026-08-04_04_evaluate_densenet121_paired_view_yolo_gradcam_224.ipynb,evaluation_only,completed,DenseNet-121,timm densenet121 num_classes=5 drop_rate 0.20,Locked YOLO-ROI test evaluation of the 224 paired-view checkpoint,densenet121_paired_view_evaluation (output dir per run),densenet121_paired_view_adaptation/2026-08-04_05-11-40_046339_UTC/best_model.pth (DN-RUN-14),derived/densenet121_yolo_square_roi_trainvaltest_v2/test (locked),test,1656,224x224,CLAHE 1.25 -> square pad -> resize 224 -> ImageNet norm,n/a (inference only),n/a,no training,0,n/a,48,2,n/a,n/a,n/a,n/a,42,reporting only,0.5742754,0.7365876,—,0.5805367,0.6195338,0.5905817,—,0.6367343,0.8478849,0.6778079 (reference only),G0 0.6955 | G1 0.3242 | G2 0.4664 | G3 0.6938 | G4 0.7731,not deployed; 384 line is better on every metric,"Per-grade precision/recall/N: G0 0.6634/0.7308/639, G1 0.2961/0.3581/296, G2 0.6028/0.3803/447, G3 0.6639/0.7265/223, G4 0.6765/0.9020/51. Weighted avg 0.5819/0.5743/0.5694. Direct 224-vs-384 comparison against DN-RUN-10: accuracy 0.5743 vs 0.5972, QWK 0.7366 vs 0.7702."
DN-RUN-16,notebooks/densenet121/runs/optimized/2026-08-16_01_densenet121_224_orig_a100_ce.ipynb,training_run,completed; validation only,DenseNet-121,"timm densenet121, custom head num_features->5","A100-optimized original-crop training at native 224, plain CE",densenet121_optimized_original/2026-08-20_15-15-22_677034_UTC,ImageNet pretrained (no base run),Mendeley ClsKLData/kneeKL224,validation,826,224x224,CLAHE 1.25 (8x8) -> SquarePad -> Resize 224 -> ImageNet norm,plain CrossEntropyLoss,WeightedRandomSampler (inverse frequency),3-stage frozen/coarse/fine-tune,30 (5/15/10),stage-3 epoch 9,"64 on A100, else 48",2,AdamW (discriminative head/backbone LRs),CosineAnnealingLR per stage,stage-specific head/backbone LRs,1e-4,42,QWK only,0.6114,0.7725,0.4697,—,—,0.6277,—,0.7067,0.8748,0.7725,—,base checkpoint for DN-RUN-18,"Best validation selection 0.7184... reported as 0.7725 QWK at stage-3 epoch 9 (val loss 0.8808, off-by-1 accuracy 0.9249). Final epoch 10: val loss 0.8887, acc 0.6041, QWK 0.7708, MAE 0.4746, off-by-1 0.9274, macroF1 0.6320, macroAP 0.7077, macroAUC 0.8750. No test split evaluated in this notebook. Notebook records that RAM preload with 4 workers previously crashed the 2-worker VM; it reverted to a plain DataLoader."
DN-RUN-17,notebooks/densenet121/runs/optimized/2026-08-16_01_train_densenet121_original_224_ordinal_optimized.ipynb,aborted_run,"*** ABORTED — KeyboardInterrupt during Stage 1, Epoch 1/5 ***",DenseNet-121,"timm densenet121, custom head num_features->5","Declared: original crops upscaled to 384, plain CE, 3-stage",densenet121_optimized_original/<timestamp> (never finalized),ImageNet pretrained (no base run),Mendeley ClsKLData/kneeKL224,none,n/a,384x384 (224 crops upscaled),CLAHE 1.25 -> SquarePad -> Resize 384,plain CrossEntropyLoss,WeightedRandomSampler (inverse frequency),3-stage frozen/coarse/fine-tune,30 (5/15/10),n/a,48,2,AdamW,CosineAnnealingLR per stage,stage-specific,1e-4,42,QWK only,—,—,—,—,—,—,—,—,—,—,—,EXCLUDED from results; no metrics exist,"Cells 5-15 executed, then the training cell raised KeyboardInterrupt in the first epoch. This is a 384 duplicate attempt of DN-RUN-16 that was interrupted. No validation or test metrics were produced, so no numbers are recorded for this row."
DN-RUN-18,notebooks/densenet121/runs/optimized/2026-08-16_02_densenet121_384_yolo_a100_ce.ipynb,training_run,completed; validation only,DenseNet-121,"timm densenet121, custom head num_features->5",Paired published + YOLO ROI fine-tune at 384 from the optimized original checkpoint,densenet121_yolo_roi/2026-08-21_03-41-45_618715_UTC,"densenet121_optimized_original/2026-08-20_15-15-22_677034_UTC/best_model.pth (DN-RUN-16, auto-discovered by mtime)",published ClsKLData/kneeKL224 + derived densenet121_yolo_square_roi_trainvaltest_v2,validation,826,384x384,CLAHE 1.25 (8x8) -> SquarePad -> Resize 384,plain CrossEntropyLoss,WeightedRandomSampler (inverse frequency),single-stage fine-tune,5,5,16,2,AdamW,"CosineAnnealingLR (T_max=EPOCHS, stepped per epoch)",1e-5,1e-3,42,"robust = mean(published QWK, ROI QWK)",—,0.7758 (published) / 0.7116 (ROI),—,—,—,—,—,—,—,0.7437 (robust),—,evaluated on test by DN-RUN-19,Epoch history: ep1 loss 1.0024 acc 0.5628 pub_qwk 0.7433 roi_qwk 0.6776 robust 0.7104; ep2 loss 0.8618 acc 0.6153 pub 0.7635 roi 0.6706 robust 0.7170; ep3 loss 0.8148 acc 0.6310 pub 0.7710 roi 0.6950 robust 0.7330; ep4 loss 0.8079 acc 0.6435 pub 0.7517 roi 0.7087 robust 0.7302; ep5 loss 0.8099 acc 0.6331 pub 0.7758 roi 0.7116 robust 0.7437 (BEST).
